fldCustId|fldUserId|fldCustomerName|fldCustomerFlag|fldPasswordEncrMethod|fldPasswordEncrKey|fldAllowRegisterUs|fldIsEmpIdMandatory|fldDefURL|fldDefaultLanguageId|LogOutSetting|LogOutURL|fldisuse3customer|fldmaxstudentlimit|fldallowautomatedreports|fldallowadminssl|fldtimezoneid|Obselete_fldAllowStudentToEditProfile|Obselete_fldAllowStudentToChangeLanguage|fldDisplayEmployeeIDas|Obselete_fldAllowStudentToChangePassword|Obselete_fldAllowStudentToChangeEmailID|Obselete_fldAllowStudentToChangeEmpID|charAllowInheritance|charPrimaryKeyIdentifier|strLftpLocation|strUsername|strPassword|charAutomaticReminder_OLD|charUserPastDueMandatory_OLD|charUserPastDueOptional_OLD|charManagerPastDueMandatory_OLD|charManagerPastDueOptional_OLD|charManagerIncompleteMandatory_OLD|charManagerIncompleteOptional_OLD|charUserIncompleteMandatoryTraining_OLD|charUserIncompleteOptionalTraining_OLD|charRecurrenceType_OLD|intStartTimeHour_OLD|intStartTimeMinute_OLD|charStartTimeAMPM_OLD|dtmStartDate_OLD|fldsupportEmailId|fldsupportOption|charMyReport|intmaxcourses|fldAllowDomain|fldAllowLDAP|IntLogRetentionPeriod|CharUserEmailLog|fldPasswordMethod|fldSelfRegStudPass|fldAutoResetonFailure|fldHandleFailedCourses|Obsolete_intMinPasswordLength|Obsolete_chrIsPasswordUniquenessRequired|Obselete_CharManagerPermission|charIsEmailIdMandatory|charIsUserLoginWithEmailId|charIsUserLoginWithEmployeeId|charEcommerce|charSelfRegEmailVerification|fldAllowRegDivDepSelection|Obselete_charAllowUserToChangeHireDate|charCertificationCourseUnEnrollmentSetting|strTheme|strCustomName|bitDisplayForgotPasswordLink|bitDisplayLanguageSelector|Obselete_charAllowUserToChangeCompanyOrEmployer|Obselete_charAlloUserToChangeTimeZone|intFindUsersLimit|bitILT|bitIncludeiCalendarILT_OLD|bitIncludeiCalendarWBT_OLD|intILTSessionsLimit|SharedKey|bitRequireUserToAgreeTermsService|intEditionID|intAuthorCount|intManagerCount|intOrgAdminCount|intPasswordAdminCount|dtCreatedOn|strARBSubscriptionID|dtSubscriptionStartDate|strAccountGUID|bitDisplayPortalCalendarLink|bitDisplayLearnerCalendarlink|bitCertification|bitEnableCustomField|Obselete_charAllowStudentSCORMFootPrint|bitAllowManagerToChangeUserTranscript|bitPreserveCertificate|bitSendCertificateInPDF_OLD|bitEnableEmailNotifications_OLD|intInactivateUserGracePeriod|bitInactivateUser|bitEnrollMeInCourseDefaultFlag|bitIsEnableVolumeDiscount|strDefaultPage|bitIsFooterEnabled|intMinThreshold|intMaxThreshold|Obsolete_bitPasswordIncludeUpperCase|Obsolete_bitPasswordIncludeNumeric|Obsolete_bitPasswordIncludeSpecialChar|bitEnableAccountLockOutPolicy|intAccountLockoutFailedAttemptThreshold|bitEnableAccountUnLockPolicy|intAccountUnLockAfterMinutes|Obsolete_bitEnablePasswordExpirationPolicy|Obsolete_intPasswordValidForDays|strOldPasswordEncrMethod|bitIsBrandingEnabled|charCreatedByMethod|strEmailRelayOption|bitSwitchToNewLC|charAccountType|bitIsEAEIntegration|charEAEReportType|bitIsAppIntegration|bitSAMLVerificationEnable|bitShowCompletedCourses|bitIsUserMustChangePassword|bitIsSkipLearnerDashboard|bitIsZoltarEnable|sys_ROWVERSION|strCreatedByClient
2499|755620|A16_1_1_1_1_1_1|A|SHA2|CUbh2cORPRystwPlZB40xlQXgDENXPvJAlhXNdpUFAc=|0|0|C|1|C|NULL|N|0|Y|Y|80|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|A14111111111|1|0|N|Y|NULL|1|1|1|-1|CUbh2cORPRystwPlZB40xlQXgDENXPvJAlhXNdpUFAc=|0|1|NULL|NULL|NULL|NULL|2019-09-09 12:52:42.703|NULL|NULL|3BD6F640-0E24-4C9E-AC81-EE4C382FF4D9|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|1|CR|0|1|1|0|0|1|0x0000000000D2B266|NULL
2500|755622|A16_1_1_1_1_1_1_1|A|SHA2|h/QvOQV+fIsGY0t2nww9mGsk89i+El8hpXvObE7P83U=|0|0|C|1|C|NULL|N|0|Y|Y|80|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|A141111111111|1|0|N|Y|NULL|1|1|1|-1|h/QvOQV+fIsGY0t2nww9mGsk89i+El8hpXvObE7P83U=|0|1|NULL|NULL|NULL|NULL|2019-09-09 12:54:41.050|NULL|NULL|3251B298-3DF1-4753-A7CB-21A97AB2A3C6|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|1|CR|0|1|1|0|0|1|0x0000000000D2B739|NULL
2501|755624|A16_1_1_1_1_1_1_1_1|A|SHA2|N/0y9jan+Zp6fp/fjQuSZazv1HX4iWTpXXkPDb//gpw=|0|0|C|1|C|NULL|N|0|Y|Y|80|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|A1411111111111|1|0|N|Y|NULL|1|1|1|-1|N/0y9jan+Zp6fp/fjQuSZazv1HX4iWTpXXkPDb//gpw=|0|1|NULL|NULL|NULL|NULL|2019-09-09 13:04:39.930|NULL|NULL|3AB8D424-BE3B-429F-9752-BB45F9C3C253|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|1|CR|0|1|1|0|0|1|0x0000000000D2BC0C|NULL
2502|755626|A16_1_1_1_1_1_1_1_1_1|A|SHA2|pQRi6qL3D3nErzvu/uNgqYBiOAvtYV8CkG593zq0f70=|0|0|C|1|C|NULL|N|0|Y|Y|80|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|A14111111111111|1|0|N|Y|NULL|1|1|1|-1|pQRi6qL3D3nErzvu/uNgqYBiOAvtYV8CkG593zq0f70=|0|1|NULL|NULL|NULL|NULL|2019-09-09 13:06:40.100|NULL|NULL|2954808A-2B61-4FC0-AF56-8FF24CCFECF1|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|1|CR|0|1|1|0|0|1|0x0000000000D2C0DE|NULL
2503|755628|A16_1_1_1_1_1_1_1_1_1_1|A|SHA2|eKVZ/zQQ8nDLE4cUzxLeS0M7dp+jc8kh6fGd5z2edDE=|0|0|C|1|C|NULL|N|0|Y|Y|80|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|A141111111111111|1|0|N|Y|NULL|1|1|1|-1|eKVZ/zQQ8nDLE4cUzxLeS0M7dp+jc8kh6fGd5z2edDE=|0|1|NULL|NULL|NULL|NULL|2019-09-09 13:08:39.930|NULL|NULL|AF5C2B15-797C-4C63-B03C-B1084AA46CFF|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|1|CR|0|1|1|0|0|1|0x0000000000D2C5B1|NULL
2504|755634|slo4|A|SHA2|ff8c/JjQSuuEwBffjHRbCryIIji4Db6QjSvgCC2etHc=|0|0|C|1|C|NULL|N|500|Y|Y|69|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|slo4|1|0|N|Y|NULL|1|1|1|-1|ff8c/JjQSuuEwBffjHRbCryIIji4Db6QjSvgCC2etHc=|0|1|NULL|NULL|NULL|NULL|2019-09-09 13:14:40.297|NULL|NULL|66630E2A-92FD-4B4A-8C71-A778AAB331EC|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|0|CR|0|1|1|0|0|1|0x0000000000D2CA9D|POTTER
2505|755639|slo3|A|SHA2|PXW9u/QAD1r9mdxCzj4v5t+92UCNSBkWSQPkzCV0MUI=|0|0|C|1|C|NULL|N|500|Y|Y|69|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|slo3|1|0|N|Y|NULL|1|1|1|-1|PXW9u/QAD1r9mdxCzj4v5t+92UCNSBkWSQPkzCV0MUI=|0|1|NULL|NULL|NULL|NULL|2019-09-09 13:15:08.193|NULL|NULL|98E97C31-2032-48AE-970A-CC11046C550B|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|0|CR|0|1|1|0|0|1|0x0000000000D2CF85|POTTER
2506|755642|slo5|A|SHA2|PgCItXYCuWiT8z/Idbw/fm2AUGNjVlEP4QUx6vuVm/k=|0|0|C|1|C|NULL|N|500|Y|Y|69|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|slo5|1|0|N|Y|NULL|1|1|1|-1|PgCItXYCuWiT8z/Idbw/fm2AUGNjVlEP4QUx6vuVm/k=|0|1|NULL|NULL|NULL|NULL|2019-09-09 13:21:41.147|NULL|NULL|C747F7D8-76DA-4A05-96D8-75D4C48586B9|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|0|CR|0|1|1|0|0|1|0x0000000000D2D460|POTTER
2507|755647|SFN2i|A|SHA2|/JZB227qcX3iuyd+mKW2PDQ/HTPgyZG0RtgO/2VMv5s=|0|0|C|1|C|NULL|Y|5000|Y|Y|69|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|SFN2i|1|0|N|Y|NULL|1|1|1|-1|/JZB227qcX3iuyd+mKW2PDQ/HTPgyZG0RtgO/2VMv5s=|0|1|NULL|NULL|NULL|NULL|2019-09-09 13:26:41.347|NULL|NULL|EE83A4B5-5473-4CBE-893B-AB8B819139F8|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|1|CR|1|1|1|0|0|1|0x0000000000D2D959|POTTER
2508|755651|A16_1_1_1_1_1_1_1_1_1_1_1|A|SHA2|J7xyti8tkoDMHW004OB6k3iZBo+rUxAnnVW6xL1LBdw=|0|0|C|1|C|NULL|N|0|Y|Y|80|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|A1411111111111111|1|0|N|Y|NULL|1|1|1|-1|J7xyti8tkoDMHW004OB6k3iZBo+rUxAnnVW6xL1LBdw=|0|1|NULL|NULL|NULL|NULL|2019-09-09 13:40:41.750|NULL|NULL|F117E51C-EE65-4ADD-8C90-1BE3C3691002|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|1|CR|0|1|1|0|0|1|0x0000000000D2DF2F|NULL
2509|755653|A16_1_1_1_1_1_1_1_1_1_1_1_1|A|SHA2|BUHX9P7Lah8Dz2JcQLaqUYva3j7M8km38VHVj4AQKAo=|0|0|C|1|C|NULL|N|0|Y|Y|80|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|A14111111111111111|1|0|N|Y|NULL|1|1|1|-1|BUHX9P7Lah8Dz2JcQLaqUYva3j7M8km38VHVj4AQKAo=|0|1|NULL|NULL|NULL|NULL|2019-09-09 13:55:21.623|NULL|NULL|DFB5A4DD-7816-4C94-882E-D474466B25F7|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|1|CR|0|1|1|0|0|1|0x0000000000D2E47B|NULL
2510|755655|ngnSF1|A|SHA2|e9AormUWbgllOt04IjYi7nvu9pHFkoLmZ8rRiTcx87I=|0|0|C|1|C|NULL|Y|5000|Y|Y|69|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|ngnSF1|1|0|N|Y|NULL|1|1|1|-1|e9AormUWbgllOt04IjYi7nvu9pHFkoLmZ8rRiTcx87I=|0|1|NULL|NULL|NULL|NULL|2019-09-09 14:08:41.600|NULL|NULL|8E2FD459-9873-4BF4-9DBC-0A6087F8130F|0|0|1|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|1|CR|1|1|1|0|0|1|0x0000000000D2E95F|POTTER
2511|755659|ngn42|A|SHA2|XNnFWLBM6YbXSiE5r9VLoUeYhEp0pluQaxB6QBtkZIU=|0|0|C|1|C|NULL|N|5000|Y|Y|69|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|ngn42|1|0|N|Y|-1|0|1|1|-1|XNnFWLBM6YbXSiE5r9VLoUeYhEp0pluQaxB6QBtkZIU=|0|1|NULL|NULL|NULL|NULL|2019-09-10 05:46:37.713|NULL|NULL|A3159048-C6F3-487A-B4CF-1C34B091959F|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|0|NULL|0|1|1|0|0|0|0x0000000000D2F5D9|POTTER
2512|755664|A16_1_1_1_1_1_1_1_1_1_1_1_1_1|A|SHA2|EIqME+Hm15hOR2cQ6kFRDBKqq3RZ459/SiOec0hY7xI=|0|0|C|1|C|NULL|N|0|Y|Y|80|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|A141111111111111111|1|0|N|Y|NULL|1|1|1|-1|EIqME+Hm15hOR2cQ6kFRDBKqq3RZ459/SiOec0hY7xI=|0|1|NULL|NULL|NULL|NULL|2019-09-10 06:43:35.747|NULL|NULL|9EA868EB-ED47-43D6-903B-973461D01622|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|1|CR|0|1|1|0|0|1|0x0000000000D2FA52|NULL
2513|755666|A16_1_1_1_1_1_1_1_1_1_1_1_1_1_1|A|SHA2|REJ0Ggu4u3PPjYokGxgP3vJC8XVXMqzt0CNgFqUFPAc=|0|0|C|1|C|NULL|N|0|Y|Y|80|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|A1411111111111111111|1|0|N|Y|NULL|1|1|1|-1|REJ0Ggu4u3PPjYokGxgP3vJC8XVXMqzt0CNgFqUFPAc=|0|1|NULL|NULL|NULL|NULL|2019-09-10 08:43:47.343|NULL|NULL|D7F7ACD8-1F0C-4B6C-B4BA-8AA982DA36C1|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|1|CR|0|1|1|0|0|1|0x0000000000D2FF9A|NULL
2514|755668|A16_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1|A|SHA2|oIuoxfqzhGTDGU4cKjVyAjlvoyikd9vZTM8esl37PSg=|0|0|C|1|C|NULL|N|0|Y|Y|80|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|A14111111111111111111|1|0|N|Y|NULL|1|1|1|-1|oIuoxfqzhGTDGU4cKjVyAjlvoyikd9vZTM8esl37PSg=|0|1|NULL|NULL|NULL|NULL|2019-09-10 08:49:31.890|NULL|NULL|BC9E5F0A-BC44-4BAC-8E2C-695F93B66F63|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|1|CR|0|1|1|0|0|1|0x0000000000D30414|NULL
2515|755670|ngn43|A|SHA2|KnfNz41LFA40Kzs3+bAKFxjrwPrH0QK0Qa/jZvjg2gM=|0|0|C|1|C|NULL|N|5000|Y|Y|69|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|ngn43|1|0|N|Y|-1|0|1|1|-1|KnfNz41LFA40Kzs3+bAKFxjrwPrH0QK0Qa/jZvjg2gM=|0|1|NULL|NULL|NULL|NULL|2019-09-10 09:09:28.747|NULL|NULL|9512746D-ECFB-45F5-9536-6FC2AA091A0E|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|0|NULL|0|1|1|0|0|0|0x0000000000D3098B|POTTER
2516|755675|ngn44|A|SHA2|ieSdhzOuSTh8fDdLVHoa2HS9XWL03V0Z9bUmlPjkJf4=|0|0|C|1|C|NULL|N|5000|Y|Y|69|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|ngn44|1|0|N|Y|NULL|1|1|1|-1|ieSdhzOuSTh8fDdLVHoa2HS9XWL03V0Z9bUmlPjkJf4=|0|1|NULL|NULL|NULL|NULL|2019-09-10 11:06:28.843|NULL|NULL|3A528023-80AE-42B8-93ED-819B90E03606|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|0|CR|0|1|1|0|0|1|0x0000000000D30E08|POTTER
2517|755680|ngn45|A|SHA2|o+qasJ+ZYMgfugVIy9HzhOIULRmtEZ5tqKD4Vqxq+4M=|0|0|C|1|C|NULL|N|5000|Y|Y|69|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|ngn45|1|0|N|Y|NULL|1|1|1|-1|o+qasJ+ZYMgfugVIy9HzhOIULRmtEZ5tqKD4Vqxq+4M=|0|1|NULL|NULL|NULL|NULL|2019-09-10 11:45:28.927|NULL|NULL|16C1FFA4-76C0-4A37-9F77-39784DE9FFE3|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|0|CR|0|1|1|0|0|1|0x0000000000D3129B|POTTER
2518|755685|ngn46|A|SHA2|VLx9jrUNrxAyv+iCkpHLUc0uWBPCCwLWXtAbu5v4lgY=|0|0|C|1|C|NULL|N|5000|Y|Y|69|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|ngn46|1|0|N|Y|NULL|1|1|1|-1|VLx9jrUNrxAyv+iCkpHLUc0uWBPCCwLWXtAbu5v4lgY=|0|1|NULL|NULL|NULL|NULL|2019-09-10 11:49:28.920|NULL|NULL|65A0D78E-57A1-4EB2-973E-E9A8EA45C6B5|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|0|CR|0|1|1|0|0|1|0x0000000000D31783|POTTER
2519|755690|ngn47|A|SHA2|i6UrhdGEDKip4hsXwpkt6yWnRGDTLh9J2OxiUB+G/FA=|0|0|C|1|C|NULL|N|5000|Y|Y|69|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|ngn47|1|0|N|Y|NULL|1|1|1|-1|i6UrhdGEDKip4hsXwpkt6yWnRGDTLh9J2OxiUB+G/FA=|0|1|NULL|NULL|NULL|NULL|2019-09-10 12:42:11.597|NULL|NULL|32EAB5CC-7780-4436-A249-F25361E5651A|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|0|CR|0|1|1|0|0|1|0x0000000000D31C6B|POTTER
2520|755695|ngn48|A|SHA2|jQYdrD5uJe9vTekpxkEei1EWn/RYZO6r8FkAdfZbjEo=|0|0|C|1|C|NULL|N|50|Y|Y|69|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|ngn48|1|0|N|Y|NULL|1|1|1|-1|jQYdrD5uJe9vTekpxkEei1EWn/RYZO6r8FkAdfZbjEo=|0|1|NULL|NULL|NULL|NULL|2019-09-10 12:47:11.260|NULL|NULL|EA275F6C-D3B8-4D03-979D-814DAFF7C458|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|0|CR|0|1|1|0|0|1|0x0000000000D32153|POTTER
2521|755698|A16_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1|A|SHA2|kwHTEJMt7yChjhGNQcr2MzVI9jnSLWE+jtBWIKFM2kY=|0|0|C|1|C|NULL|N|0|Y|Y|80|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|A141111111111111111111|1|0|N|Y|NULL|1|1|1|-1|kwHTEJMt7yChjhGNQcr2MzVI9jnSLWE+jtBWIKFM2kY=|0|1|NULL|NULL|NULL|NULL|2019-09-11 06:08:15.610|NULL|NULL|6992E3F6-315D-4B52-80BF-A9071A611B66|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|1|CR|0|1|1|0|0|1|0x0000000000D32C51|NULL
2522|755700|A16_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1|A|SHA2|R5zsSGmUF8x6l2qCns1mC+uBUoVFZ5mr8q48VcvE3v8=|0|0|C|1|C|NULL|N|0|Y|Y|80|Y|Y|Employee ID|Y|Y|Y|Y|E|NULL|NULL|NULL|N|N|N|N|N|N|N|N|N|D|1|0|AM|NULL|NULL|1|Y|-1|Y|Y|3|D |UserSpecfiedPass|NULL|N|2|NULL|NULL|Y|Y|Y|N|N|N|N|N|L|Gray|A1411111111111111111111|1|0|N|Y|NULL|1|1|1|-1|R5zsSGmUF8x6l2qCns1mC+uBUoVFZ5mr8q48VcvE3v8=|0|1|NULL|NULL|NULL|NULL|2019-09-11 06:12:15.370|NULL|NULL|69C64F46-E953-4BC5-B9E0-364B21748FBC|0|0|0|1|Y|1|1|0|1|0|0|0|0|default.aspx|0|50|70|0|0|0|0|NULL|0|NULL|0|90|NULL|1|API|M|1|P|1|CR|0|1|1|0|0|1|0x0000000000D330CE|NULL
